Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
31,Yes,Travel_Rarely,177,Sales,13,1,Human Resources,1,722,4,Male,94,1,4,Sales Representative,4,Single,1779,14349,3,Y,No,14,4,2,80,2,8,0,2,33,10,13,3
41,No,Travel_Rarely,1283,Sales,3,1,Technical Degree,1,723,1,Female,94,2,2,Sales Representative,3,Married,5372,19238,0,Y,Yes,16,3,1,80,2,13,1,1,33,3,4,8
58,No,Travel_Rarely,430,Research & Development,22,1,Other,1,724,1,Male,50,2,1,Manager,3,Single,15102,11059,1,Y,No,11,3,1,80,2,16,0,2,12,14,8,15
18,No,Non-Travel,223,Research & Development,8,3,Medical,1,725,2,Male,59,1,1,Research Director,3,Married,11789,24885,0,Y,No,19,3,3,80,2,24,1,2,5,3,5,6
39,No,Travel_Rarely,142,Research & Development,9,3,Other,1,726,3,Female,62,1,4,Healthcare Representative,2,Married,5139,25209,5,Y,Yes,22,3,1,80,0,29,1,3,35,15,9,11
40,No,Travel_Frequently,1292,Sales,22,4,Medical,1,727,1,Female,77,1,3,Sales Executive,1,Married,13643,19435,5,Y,No,19,3,3,80,2,28,3,3,24,1,9,3
36,No,Non-Travel,1023,Research & Development,21,3,Life Sciences,1,728,4,Male,51,1,1,Research Director,1,Divorced,4250,16899,0,Y,No,17,3,2,80,2,28,2,1,26,12,2,11
35,No,Travel_Rarely,743,Sales,12,1,Other,1,729,3,Female,83,2,1,Sales Representative,1,Single,8121,18731,3,Y,No,21,4,2,80,1,17,0,1,30,7,7,11
29,No,Travel_Rarely,1148,Sales,11,2,Other,1,730,4,Male,33,1,4,Manager,1,Single,10181,26363,3,Y,No,23,4,3,80,1,30,5,1,2,12,12,3
45,No,Travel_Rarely,380,Sales,2,3,Marketing,1,731,3,Male,84,2,3,Sales Executive,1,Married,17303,20047,7,Y,No,11,3,1,80,1,18,4,1,27,7,8,11
45,No,Non-Travel,864,Research & Development,18,3,Human Resources,1,732,3,Male,73,1,2,Research Scientist,3,Single,18667,25971,5,Y,No,13,4,1,80,2,16,2,1,3,3,1,7
50,No,Non-Travel,570,Research & Development,9,1,Other,1,733,1,Female,41,1,3,Laboratory Technician,3,Married,7725,9599,1,Y,No,22,4,1,80,0,5,3,2,16,4,8,2
36,No,Travel_Rarely,110,Research & Development,2,3,Technical Degree,1,734,2,Male,81,3,3,Research Director,4,Divorced,17584,25361,4,Y,No,15,3,3,80,0,11,3,2,37,5,3,15
45,No,Travel_Rarely,114,Research & Development,2,4,Medical,1,735,1,Male,94,3,4,Research Scientist,3,Divorced,15219,14499,3,Y,No,14,3,1,80,1,37,3,3,33,9,7,1
54,No,Travel_Frequently,1025,Research & Development,3,2,Life Sciences,1,736,3,Male,94,1,3,Healthcare Representative,2,Divorced,10794,14931,3,Y,No,15,3,2,80,1,2,4,3,19,2,4,5
43,No,Travel_Rarely,1024,Research & Development,16,1,Technical Degree,1,737,1,Male,39,2,4,Research Director,4,Divorced,16112,23484,7,Y,No,17,3,2,80,2,34,0,2,12,12,12,16
52,No,Travel_Frequently,1177,Research & Development,19,4,Technical Degree,1,738,1,Female,47,1,2,Healthcare Representative,3,Married,13544,11093,4,Y,Yes,19,3,2,80,0,32,0,3,4,8,5,11
51,No,Non-Travel,1334,Research & Development,4,1,Technical Degree,1,739,3,Female,76,3,1,Healthcare Representative,4,Single,6075,24246,2,Y,Yes,11,3,2,80,0,28,1,3,23,16,3,8
52,Yes,Travel_Rarely,1316,Research & Development,23,4,Technical Degree,1,740,3,Female,95,1,1,Research Scientist,4,Single,1356,23394,3,Y,No,15,3,2,80,1,2,1,1,37,9,4,15
57,No,Travel_Rarely,1176,Research & Development,25,2,Life Sciences,1,741,1,Female,78,3,4,Research Director,1,Divorced,8162,12067,0,Y,No,13,4,2,80,0,4,5,3,16,11,11,6
33,No,Travel_Rarely,754,Research & Development,18,2,Marketing,1,742,1,Male,51,1,4,Manufacturing Director,4,Married,9636,26019,5,Y,Yes,13,3,2,80,1,13,1,3,30,12,0,7
55,No,Travel_Rarely,722,Research & Development,20,4,Human Resources,1,743,1,Male,55,1,3,Manager,3,Single,10002,13949,3,Y,Yes,21,3,2,80,1,35,4,3,27,9,14,6
30,Yes,Travel_Rarely,1425,Research & Development,25,4,Other,1,744,4,Male,38,2,3,Research Scientist,1,Married,1080,25185,5,Y,No,12,3,2,80,2,27,2,2,0,16,11,4
40,No,Travel_Frequently,297,Sales,18,4,Technical Degree,1,745,1,Male,50,3,1,Sales Executive,3,Married,16633,21678,1,Y,No,16,3,3,80,1,31,0,2,1,4,2,6
39,No,Non-Travel,518,Research & Development,10,4,Other,1,746,4,Male,92,3,1,Manufacturing Director,1,Married,19877,8651,4,Y,No,24,3,3,80,2,17,1,1,32,7,13,15
33,Yes,Non-Travel,765,Research & Development,11,4,Other,1,747,2,Male,35,3,1,Research Director,3,Divorced,3528,26025,8,Y,Yes,16,3,2,80,0,39,4,3,39,4,3,6
45,No,Travel_Rarely,1481,Research & Development,17,4,Technical Degree,1,748,4,Female,43,2,4,Research Director,1,Married,14126,11165,7,Y,No,13,3,2,80,0,12,4,2,28,14,0,1
52,No,Travel_Frequently,249,Human Resources,26,2,Marketing,1,749,1,Male,62,1,2,Manager,1,Divorced,15090,7182,2,Y,No,11,4,2,80,1,1,5,1,3,3,12,16
25,Yes,Travel_Frequently,1102,Research & Development,24,4,Other,1,750,2,Male,53,2,2,Healthcare Representative,2,Married,2946,18478,0,Y,Yes,17,3,1,80,1,24,1,3,17,12,2,7
39,No,Travel_Rarely,1490,Sales,25,3,Medical,1,751,4,Male,80,1,4,Manager,3,Married,9071,18644,2,Y,No,12,3,3,80,2,19,5,1,23,16,3,1
38,No,Travel_Rarely,465,Human Resources,23,2,Other,1,752,4,Female,31,2,3,Manager,4,Divorced,15749,4157,7,Y,No,18,3,2,80,2,6,3,1,31,4,13,8
43,No,Travel_Rarely,503,Research & Development,24,1,Human Resources,1,753,3,Male,44,2,2,Manufacturing Director,1,Divorced,13983,10397,2,Y,Yes,13,3,3,80,0,10,3,3,8,0,13,11
57,No,Non-Travel,707,Research & Development,20,2,Technical Degree,1,754,2,Male,64,3,3,Research Director,3,Single,8586,13725,4,Y,No,11,4,2,80,0,4,3,2,15,14,8,7
38,Yes,Travel_Rarely,330,Sales,16,1,Life Sciences,1,755,3,Male,65,2,1,Manager,1,Single,3337,3219,1,Y,No,20,3,1,80,1,28,1,3,20,9,2,7
42,No,Travel_Frequently,638,Research & Development,20,1,Other,1,756,2,Female,68,1,1,Research Scientist,2,Married,5967,4735,0,Y,Yes,19,3,2,80,1,17,4,3,29,10,10,9
58,Yes,Travel_Rarely,369,Research & Development,13,3,Marketing,1,757,4,Male,33,2,3,Laboratory Technician,2,Married,3857,19907,4,Y,Yes,15,3,3,80,2,7,4,3,2,17,2,14
18,No,Travel_Frequently,1136,Research & Development,2,4,Medical,1,758,3,Male,93,2,1,Manager,2,Married,2221,24579,4,Y,Yes,11,3,3,80,1,26,0,2,32,12,3,10
23,No,Travel_Rarely,1445,Research & Development,24,4,Medical,1,759,1,Female,35,1,4,Research Scientist,2,Divorced,8880,12329,5,Y,No,20,3,3,80,2,1,3,3,30,15,8,13
40,No,Travel_Rarely,227,Research & Development,27,2,Life Sciences,1,760,4,Male,86,3,3,Research Director,4,Single,14129,14888,1,Y,Yes,21,3,3,80,0,34,1,2,13,11,8,14
40,No,Travel_Rarely,407,Sales,2,4,Human Resources,1,761,2,Female,59,1,3,Sales Executive,4,Married,17543,20112,8,Y,No,16,3,2,80,0,25,0,1,5,13,0,13
40,No,Travel_Rarely,1214,Research & Development,25,3,Life Sciences,1,762,2,Male,96,1,3,Laboratory Technician,1,Single,5888,10956,1,Y,No,20,3,1,80,1,22,4,2,4,1,14,11
49,Yes,Travel_Frequently,1480,Sales,14,2,Human Resources,1,763,3,Female,44,1,2,Sales Representative,3,Divorced,1387,5205,1,Y,No,13,3,1,80,2,4,0,1,28,9,7,3
47,No,Travel_Rarely,729,Research & Development,4,2,Other,1,764,3,Male,46,2,3,Healthcare Representative,2,Divorced,12352,3784,4,Y,No,21,3,2,80,1,15,3,1,36,3,9,2
30,No,Travel_Rarely,1477,Sales,17,2,Technical Degree,1,765,2,Male,47,2,3,Sales Executive,2,Married,12117,26193,8,Y,No,14,4,2,80,1,10,2,3,35,0,12,11
35,No,Travel_Rarely,790,Research & Development,13,4,Marketing,1,766,4,Female,48,1,3,Healthcare Representative,4,Single,14772,17834,3,Y,No,18,4,3,80,2,18,3,2,20,16,0,6
40,No,Travel_Rarely,1139,Research & Development,4,4,Medical,1,767,3,Male,98,1,2,Research Scientist,4,Divorced,5993,17188,5,Y,No,15,3,2,80,1,15,3,1,11,10,1,6
32,No,Travel_Rarely,1382,Research & Development,3,4,Life Sciences,1,768,1,Male,53,3,1,Manufacturing Director,2,Married,3666,17969,1,Y,No,22,3,1,80,2,31,1,1,22,6,9,13
50,No,Travel_Rarely,1334,Research & Development,12,2,Marketing,1,769,2,Female,77,2,2,Manufacturing Director,3,Married,18312,25118,3,Y,No,16,3,2,80,2,11,2,2,13,16,10,0
38,No,Non-Travel,382,Research & Development,22,2,Human Resources,1,770,1,Male,59,2,4,Manufacturing Director,1,Divorced,13273,22435,8,Y,No,20,3,2,80,1,1,5,2,9,16,4,6
56,No,Travel_Rarely,544,Sales,23,1,Technical Degree,1,771,2,Female,44,2,3,Sales Executive,1,Divorced,16338,11250,1,Y,No,14,3,1,80,2,21,2,1,26,8,10,9
40,No,Travel_Frequently,938,Research & Development,8,1,Medical,1,772,1,Male,76,2,4,Manufacturing Director,1,Married,6757,18758,0,Y,No,16,3,1,80,0,25,2,1,1,9,12,12
44,No,Non-Travel,490,Sales,2,4,Medical,1,773,4,Female,73,1,2,Sales Executive,1,Married,13360,6540,3,Y,No,13,3,2,80,0,32,4,2,13,5,14,7
35,No,Travel_Rarely,718,Research & Development,6,2,Human Resources,1,774,2,Male,56,1,1,Healthcare Representative,3,Single,19938,12252,3,Y,No,20,3,3,80,0,23,0,2,6,16,10,8
41,No,Travel_Rarely,248,Research & Development,22,4,Technical Degree,1,775,4,Male,93,3,1,Manager,3,Married,8115,4902,0,Y,No,22,4,3,80,0,4,4,1,16,15,13,14
57,No,Travel_Rarely,1404,Sales,10,4,Medical,1,776,3,Female,70,2,3,Manager,3,Married,7437,7496,3,Y,Yes,11,4,3,80,1,20,5,3,19,6,11,7
59,No,Non-Travel,622,Sales,12,1,Technical Degree,1,777,2,Male,97,2,1,Sales Executive,4,Single,11272,4058,2,Y,No,16,3,1,80,0,17,2,2,7,3,12,0
24,No,Non-Travel,731,Research & Development,21,3,Medical,1,778,4,Female,34,1,2,Healthcare Representative,2,Single,14126,19300,1,Y,Yes,24,3,1,80,0,38,1,1,19,16,5,2
37,No,Travel_Rarely,535,Research & Development,10,4,Other,1,779,1,Female,82,3,2,Laboratory Technician,3,Single,18471,11723,3,Y,Yes,23,3,3,80,0,4,5,1,35,8,1,8
44,No,Travel_Frequently,245,Research & Development,10,3,Human Resources,1,780,4,Female,37,1,1,Healthcare Representative,1,Single,9115,4155,7,Y,No,11,3,2,80,0,7,3,3,4,10,9,14
23,Yes,Travel_Rarely,390,Research & Development,23,3,Technical Degree,1,781,2,Male,51,2,3,Manufacturing Director,3,Married,2488,23653,6,Y,No,20,4,2,80,1,20,3,2,12,0,4,13
44,No,Non-Travel,115,Research & Development,3,2,Marketing,1,782,4,Male,36,2,3,Laboratory Technician,2,Married,13151,5959,8,Y,No,22,4,2,80,0,4,4,1,38,6,2,0
26,No,Non-Travel,358,Sales,20,2,Other,1,783,1,Male,51,3,2,Manager,4,Married,6147,6388,7,Y,No,13,3,1,80,2,12,5,3,37,4,6,2
48,No,Travel_Rarely,1471,Research & Development,10,4,Marketing,1,784,1,Female,75,1,1,Manager,1,Married,3747,16265,0,Y,Yes,22,3,1,80,2,18,4,2,16,4,11,1
38,Yes,Travel_Rarely,1470,Sales,9,1,Human Resources,1,785,1,Female,59,2,2,Sales Executive,4,Married,2665,15059,1,Y,No,18,3,3,80,1,28,1,3,5,0,11,0
43,No,Travel_Rarely,1332,Human Resources,20,1,Medical,1,786,3,Female,45,2,2,Manager,3,Divorced,17151,14322,1,Y,No,17,3,2,80,1,1,3,1,18,5,0,0
57,No,Travel_Rarely,959,Research & Development,19,4,Marketing,1,787,2,Male,34,3,4,Manager,1,Married,12330,17745,7,Y,Yes,18,4,1,80,1,36,4,3,24,12,4,8
30,No,Travel_Frequently,1044,Research & Development,14,4,Other,1,788,1,Female,96,2,2,Research Director,1,Divorced,18422,18555,3,Y,No,20,3,1,80,0,25,0,1,2,14,11,6
40,No,Travel_Rarely,1297,Research & Development,2,1,Technical Degree,1,789,3,Male,52,2,3,Research Scientist,3,Married,13276,4253,8,Y,No,20,3,3,80,1,28,4,1,27,3,2,12
37,No,Travel_Rarely,565,Human Resources,5,3,Life Sciences,1,790,1,Male,90,1,1,Human Resources,3,Married,5937,14916,1,Y,No,12,3,2,80,0,4,4,3,25,16,10,16
54,No,Travel_Rarely,371,Sales,20,4,Marketing,1,791,4,Male,34,3,1,Sales Representative,2,Single,8886,5281,3,Y,No,20,3,1,80,1,31,2,3,7,12,1,12
45,No,Non-Travel,1346,Research & Development,8,3,Life Sciences,1,792,2,Male,52,3,4,Manager,3,Married,12282,9229,0,Y,No,17,3,1,80,2,37,0,1,14,10,11,12
34,No,Travel_Rarely,1277,Research & Development,7,4,Human Resources,1,793,4,Male,54,3,4,Research Director,3,Divorced,2208,15602,2,Y,No,24,3,1,80,2,1,0,3,0,3,11,9
45,No,Travel_Rarely,724,Research & Development,6,4,Marketing,1,794,3,Male,37,1,3,Manufacturing Director,3,Divorced,2599,2883,5,Y,No,14,3,1,80,0,4,1,2,39,6,2,5
58,Yes,Travel_Rarely,1308,Sales,11,3,Marketing,1,795,4,Male,50,3,4,Sales Representative,1,Divorced,3290,20041,8,Y,No,11,3,2,80,1,32,2,2,22,6,9,4
19,No,Non-Travel,173,Research & Development,12,3,Technical Degree,1,796,4,Male,31,2,2,Research Director,2,Single,18597,3416,0,Y,No,21,3,3,80,2,34,0,3,35,13,3,9
42,No,Travel_Frequently,1408,Human Resources,18,1,Medical,1,797,1,Female,51,3,2,Manager,1,Married,7723,15481,4,Y,No,13,3,2,80,0,18,2,3,15,15,14,13
58,Yes,Travel_Rarely,175,Research & Development,19,4,Other,1,798,4,Male,97,2,3,Laboratory Technician,3,Married,1656,8767,1,Y,Yes,15,4,3,80,2,14,2,2,3,8,14,10
23,No,Travel_Rarely,456,Research & Development,10,2,Other,1,799,1,Male,93,3,1,Healthcare Representative,2,Married,11768,19980,6,Y,No,24,3,1,80,1,34,3,1,7,1,10,4
28,Yes,Travel_Rarely,598,Human Resources,25,2,Other,1,800,1,Female,48,3,3,Human Resources,3,Single,2383,9210,3,Y,No,20,3,2,80,0,7,0,1,35,15,1,3
55,No,Travel_Rarely,1453,Research & Development,25,4,Human Resources,1,801,2,Female,82,1,4,Research Scientist,1,Divorced,9972,20137,4,Y,No,18,3,3,80,2,0,3,2,9,4,1,2
23,No,Travel_Rarely,1089,Sales,21,4,Medical,1,802,3,Female,81,3,1,Sales Representative,1,Divorced,19206,11601,7,Y,No,12,3,3,80,1,37,4,1,29,11,2,13
28,No,Non-Travel,681,Research & Development,14,4,Life Sciences,1,803,3,Female,76,3,1,Research Scientist,3,Married,17546,5156,1,Y,No,12,3,1,80,0,21,4,3,35,14,1,12
31,No,Travel_Rarely,1011,Research & Development,3,3,Other,1,804,3,Male,83,1,1,Manufacturing Director,2,Single,12291,26794,2,Y,No,18,3,3,80,2,16,3,3,15,2,13,4
19,Yes,Travel_Frequently,474,Research & Development,18,2,Life Sciences,1,805,1,Female,73,2,4,Manufacturing Director,1,Single,2521,21540,4,Y,No,24,4,3,80,2,15,4,2,29,8,5,11
57,Yes,Travel_Rarely,463,Research & Development,24,2,Medical,1,806,3,Female,36,3,2,Research Director,3,Married,3463,20548,3,Y,No,19,3,3,80,0,0,3,2,9,6,1,9
20,Yes,Travel_Frequently,194,Human Resources,15,2,Human Resources,1,807,1,Female,30,3,2,Manager,4,Single,2623,22735,4,Y,No,20,3,1,80,1,2,1,2,10,3,0,1
52,No,Travel_Frequently,1446,Human Resources,6,4,Medical,1,808,2,Female,92,2,4,Manager,3,Divorced,8500,12962,2,Y,No,23,3,2,80,0,5,2,2,33,8,7,6
50,No,Travel_Rarely,425,Research & Development,10,3,Technical Degree,1,809,3,Male,68,1,4,Research Scientist,3,Married,3634,4647,8,Y,No,23,3,1,80,2,2,1,1,15,14,9,6
41,No,Travel_Rarely,485,Sales,27,4,Other,1,810,1,Female,48,3,3,Manager,2,Married,16059,19522,7,Y,No,11,4,3,80,2,29,0,1,18,6,14,3
36,Yes,Travel_Rarely,676,Human Resources,12,1,Human Resources,1,811,3,Female,60,1,3,Manager,3,Married,1898,12073,5,Y,No,24,3,3,80,2,10,1,1,3,10,3,11
35,No,Travel_Rarely,837,Research & Development,7,1,Technical Degree,1,812,3,Female,53,2,2,Research Scientist,4,Single,19551,8051,0,Y,Yes,12,3,2,80,1,26,1,3,30,10,1,3
41,No,Travel_Rarely,838,Sales,17,2,Other,1,813,2,Female,98,2,4,Sales Executive,3,Divorced,6076,13821,3,Y,Yes,14,3,3,80,2,21,4,3,34,0,3,6
52,No,Travel_Rarely,447,Human Resources,1,4,Medical,1,814,4,Male,94,1,3,Manager,4,Married,10390,6672,6,Y,No,22,3,2,80,2,5,5,2,33,12,10,12
18,No,Non-Travel,1228,Research & Development,26,1,Medical,1,815,3,Female,62,2,4,Research Director,1,Divorced,7442,7715,4,Y,No,13,3,3,80,0,37,5,2,25,12,1,7
53,Yes,Travel_Rarely,1340,Research & Development,18,1,Marketing,1,816,2,Female,88,2,4,Laboratory Technician,3,Married,3948,4060,3,Y,No,11,3,3,80,2,30,3,1,38,1,10,13
42,No,Travel_Frequently,1317,Research & Development,26,4,Marketing,1,817,3,Female,62,3,2,Manufacturing Director,2,Married,19186,12642,8,Y,No,14,3,1,80,0,5,0,1,5,16,4,2
51,No,Travel_Rarely,820,Research & Development,15,3,Medical,1,818,3,Male,61,1,2,Manufacturing Director,3,Single,2502,23447,7,Y,No,21,3,1,80,2,19,5,1,32,14,6,1
42,No,Travel_Frequently,882,Sales,19,4,Medical,1,819,3,Female,88,3,4,Manager,4,Married,14756,15958,2,Y,No,23,3,2,80,0,10,4,2,26,9,5,9
33,No,Travel_Rarely,1121,Research & Development,28,4,Life Sciences,1,820,3,Female,70,1,1,Healthcare Representative,4,Married,16262,20728,5,Y,Yes,21,3,1,80,0,1,0,1,11,9,1,5
51,No,Travel_Frequently,1319,Research & Development,1,3,Life Sciences,1,821,4,Male,41,3,1,Research Director,2,Married,18141,13773,3,Y,No,12,3,2,80,0,30,2,2,7,8,10,6
46,No,Travel_Rarely,765,Sales,5,2,Technical Degree,1,822,4,Female,40,2,4,Sales Representative,4,Married,12605,17069,6,Y,No,20,3,1,80,0,37,3,2,8,10,12,15
36,No,Travel_Rarely,701,Research & Development,15,2,Marketing,1,823,3,Male,48,1,2,Laboratory Technician,3,Single,9939,26811,0,Y,No,15,3,2,80,1,25,4,3,0,5,3,5
40,No,Travel_Rarely,112,Research & Development,3,2,Marketing,1,824,3,Male,83,1,1,Manufacturing Director,4,Divorced,6719,16261,0,Y,No,11,3,3,80,2,26,1,3,4,1,7,15
36,No,Travel_Rarely,288,Research & Development,1,3,Medical,1,825,2,Female,86,1,2,Laboratory Technician,3,Divorced,9748,4108,5,Y,Yes,24,3,2,80,1,30,2,2,6,9,11,11
42,No,Travel_Rarely,827,Human Resources,8,1,Medical,1,826,2,Female,71,1,1,Human Resources,3,Single,4870,6718,6,Y,No,18,3,1,80,2,23,1,1,17,14,13,14
33,No,Travel_Rarely,1140,Research & Development,12,3,Technical Degree,1,827,1,Male,60,2,4,Manager,4,Divorced,6758,22086,8,Y,Yes,20,3,2,80,0,12,5,2,39,4,13,2
26,No,Travel_Rarely,879,Research & Development,27,4,Human Resources,1,828,4,Male,81,2,3,Manufacturing Director,2,Single,15038,25197,6,Y,No,12,3,1,80,2,24,0,2,23,17,6,15
18,No,Travel_Frequently,1422,Research & Development,22,3,Human Resources,1,829,3,Female,31,2,3,Research Director,1,Married,7968,22403,8,Y,No,21,3,3,80,0,36,2,2,25,6,6,14
59,No,Travel_Rarely,512,Research & Development,25,1,Human Resources,1,830,4,Male,67,3,2,Research Scientist,2,Married,13659,7962,8,Y,No,13,3,1,80,2,24,4,2,9,2,11,5
36,No,Travel_Rarely,1057,Sales,19,1,Marketing,1,831,2,Male,61,2,2,Sales Executive,1,Divorced,19482,16720,7,Y,No,13,3,3,80,0,28,1,3,39,15,11,16
50,No,Travel_Frequently,686,Research & Development,25,4,Life Sciences,1,832,4,Female,39,3,1,Research Director,2,Single,18766,2898,6,Y,No,14,3,3,80,2,30,5,3,11,16,3,1
51,No,Travel_Rarely,1177,Sales,25,2,Human Resources,1,833,4,Male,37,3,4,Manager,3,Married,9790,19812,2,Y,Yes,17,3,1,80,2,38,1,2,21,1,0,1
33,Yes,Travel_Rarely,1153,Sales,12,1,Other,1,834,3,Male,49,2,1,Sales Representative,3,Married,1224,2761,2,Y,No,23,3,3,80,2,1,0,3,26,15,6,16
57,No,Travel_Rarely,678,Research & Development,13,1,Technical Degree,1,835,3,Male,49,2,4,Laboratory Technician,4,Married,6271,2478,4,Y,No,19,4,1,80,0,11,0,3,2,0,5,4
35,Yes,Non-Travel,1142,Research & Development,28,1,Human Resources,1,836,2,Male,38,2,4,Healthcare Representative,1,Married,3486,13410,6,Y,Yes,13,3,2,80,2,4,5,1,17,13,7,3
51,No,Travel_Frequently,1476,Human Resources,1,4,Other,1,837,3,Male,44,3,2,Human Resources,1,Single,4038,21732,6,Y,No,11,4,3,80,0,26,3,3,4,15,10,7
42,No,Travel_Frequently,1354,Research & Development,19,1,Human Resources,1,838,2,Male,92,1,3,Manager,4,Married,17977,5534,0,Y,No,21,3,2,80,1,33,5,3,13,8,12,8
23,No,Travel_Rarely,1090,Research & Development,6,2,Life Sciences,1,839,2,Female,50,2,3,Research Director,2,Divorced,7461,21226,7,Y,No,20,3,2,80,2,13,3,2,24,16,4,10
38,No,Travel_Frequently,1335,Research & Development,8,4,Life Sciences,1,840,1,Male,34,3,2,Laboratory Technician,4,Divorced,10063,18490,0,Y,No,11,3,1,80,0,6,5,3,30,7,7,15
23,No,Travel_Rarely,1419,Sales,4,2,Human Resources,1,841,1,Female,64,3,3,Sales Executive,2,Divorced,3262,9820,3,Y,No,22,4,1,80,0,36,5,3,20,8,9,15
49,No,Travel_Rarely,844,Research & Development,5,1,Other,1,842,1,Female,97,2,2,Healthcare Representative,4,Married,7731,13293,1,Y,Yes,21,3,3,80,0,35,0,3,37,1,10,3
58,Yes,Travel_Rarely,1229,Sales,25,1,Technical Degree,1,843,4,Female,77,3,1,Manager,1,Married,2121,7497,4,Y,Yes,16,4,1,80,1,9,3,2,19,12,13,8
56,No,Travel_Rarely,305,Human Resources,22,2,Other,1,844,1,Female,91,2,4,Manager,1,Married,2349,25932,5,Y,No,15,3,2,80,0,28,5,2,13,0,7,12
48,No,Travel_Rarely,1178,Sales,28,4,Technical Degree,1,845,3,Female,64,3,3,Manager,2,Single,2440,8245,3,Y,No,20,3,2,80,1,15,1,3,19,6,8,7
59,Yes,Travel_Rarely,1075,Research & Development,7,4,Human Resources,1,846,3,Female,99,1,3,Laboratory Technician,1,Divorced,2833,14453,3,Y,Yes,17,4,2,80,1,37,0,2,36,17,0,10
27,No,Travel_Rarely,1041,Sales,23,2,Technical Degree,1,847,1,Female,50,3,1,Manager,1,Single,5152,17321,6,Y,Yes,17,4,3,80,0,20,2,2,29,4,2,8
47,Yes,Travel_Rarely,1179,Human Resources,4,1,Medical,1,848,4,Female,68,2,1,Manager,1,Divorced,2242,24708,3,Y,No,13,3,1,80,2,37,0,1,19,6,11,2
35,No,Travel_Frequently,1401,Research & Development,20,3,Marketing,1,849,2,Male,63,1,3,Manager,1,Single,11614,12151,1,Y,No,17,3,2,80,1,32,5,3,6,11,11,8
41,No,Travel_Rarely,1460,Research & Development,4,2,Marketing,1,850,4,Female,44,2,3,Laboratory Technician,3,Divorced,18457,2194,3,Y,No,19,3,3,80,0,28,4,1,4,16,10,15
26,No,Travel_Frequently,1156,Sales,15,2,Life Sciences,1,851,4,Female,35,3,2,Sales Representative,4,Single,8949,7072,6,Y,Yes,18,3,1,80,1,16,4,3,30,4,5,13
48,No,Travel_Rarely,1260,Research & Development,27,2,Medical,1,852,2,Female,95,1,2,Research Director,4,Single,4205,11598,0,Y,No,13,3,1,80,0,12,0,3,28,11,12,14
32,No,Travel_Frequently,1183,Sales,21,1,Marketing,1,853,2,Male,85,1,3,Sales Representative,3,Married,19855,13082,3,Y,No,20,3,2,80,0,5,2,1,14,12,3,3
21,Yes,Travel_Rarely,206,Research & Development,5,4,Human Resources,1,854,2,Female,78,3,2,Research Scientist,1,Single,2631,16625,5,Y,No,15,3,3,80,1,1,0,1,24,15,7,11
57,No,Travel_Rarely,1391,Sales,24,1,Technical Degree,1,855,3,Male,30,1,1,Sales Executive,4,Married,2035,8628,7,Y,No,23,3,2,80,0,7,2,3,12,9,9,6
26,No,Travel_Rarely,354,Sales,9,2,Technical Degree,1,856,2,Female,94,1,4,Sales Representative,4,Married,19404,23182,7,Y,Yes,23,3,2,80,1,31,5,1,23,11,13,10
26,No,Travel_Rarely,396,Sales,2,1,Other,1,857,2,Female,57,1,2,Sales Executive,4,Single,7534,18927,8,Y,No,24,3,3,80,0,35,1,1,14,6,13,6
43,No,Travel_Frequently,769,Research & Development,27,1,Other,1,858,4,Male,49,2,4,Laboratory Technician,2,Divorced,10009,13725,4,Y,No,18,3,2,80,2,8,1,2,23,13,0,2
21,No,Travel_Rarely,1283,Research & Development,7,2,Technical Degree,1,859,4,Female,77,2,2,Manager,3,Married,12952,13787,1,Y,No,12,4,3,80,2,22,2,3,25,9,14,3
34,No,Travel_Rarely,650,Sales,17,1,Human Resources,1,860,1,Male,94,1,3,Manager,2,Married,4535,5261,2,Y,Yes,24,3,3,80,1,6,3,2,18,7,11,1
33,No,Travel_Frequently,732,Research & Development,16,3,Technical Degree,1,861,4,Male,80,3,2,Laboratory Technician,2,Married,6963,7474,1,Y,No,24,3,2,80,1,30,1,3,23,14,4,14
32,No,Travel_Rarely,1192,Research & Development,17,1,Other,1,862,2,Female,72,3,4,Manager,3,Married,14707,15917,8,Y,No,17,4,2,80,1,20,4,2,18,15,13,11
52,No,Travel_Rarely,400,Research & Development,20,1,Marketing,1,863,3,Female,78,2,4,Research Scientist,4,Single,14860,26790,5,Y,Yes,21,3,1,80,1,0,0,3,16,7,3,16
22,No,Travel_Rarely,202,Research & Development,26,4,Life Sciences,1,864,4,Male,54,3,3,Healthcare Representative,2,Single,16247,13723,0,Y,No,20,3,1,80,2,1,5,2,4,3,11,7
22,No,Travel_Rarely,1181,Research & Development,23,4,Other,1,865,4,Male,70,1,4,Healthcare Representative,4,Married,19410,5950,2,Y,No,20,4,3,80,1,39,3,3,3,16,0,7
